Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z,Temperature_C,Humidity_%,Vibration_Level,Shock_Impact_g,Tilt_Angle_deg,GPS_Latitude,GPS_Longitude,Light_Exposure_lux,Battery_Level_%,Signal_Strength_dBm
CARGO_1812,ORDER_11,20.4,15.8,2.9,1.81,Books,False,Zone_C,4,True,99,13.0,11.0,2.6,32.93,66.9,2.01,6.8,4.81,11.636035,77.490579,601.85,37.21,-95.27
CARGO_1813,ORDER_411,21.9,11.5,25.7,14.65,Sports,False,Zone_B,5,True,3,1.6,30.6,7.6,17.95,85.61,4.23,3.51,54.75,10.659931,77.283586,984.48,88.83,-56.51
CARGO_1814,ORDER_19,51.2,34.6,16.1,58.45,Sports,False,Zone_B,4,False,10,12.8,11.1,5.3,10.63,87.72,1.73,3.14,64.38,11.012646,78.41876,291.84,79.95,-60.37
CARGO_1815,ORDER_1164,47.0,14.8,6.5,10.2,Electronics,True,Zone_C,5,False,45,44.2,15.6,1.4,12.47,60.54,3.27,6.84,33.55,11.144617,78.394865,848.08,48.28,-88.5
CARGO_1816,ORDER_508,16.5,14.2,3.1,1.24,Clothing,False,Zone_B,5,True,62,8.9,19.2,0.8,39.04,57.17,3.55,2.16,61.17,12.918804,78.960375,997.57,74.55,-76.67
CARGO_1817,ORDER_138,14.9,21.1,2.7,1.98,Books,False,Zone_A,2,True,29,3.9,25.1,6.1,18.86,46.72,2.93,4.2,64.17,10.0169,78.413202,588.55,34.75,-81.23
CARGO_1818,ORDER_936,19.7,9.1,6.2,2.61,Beauty,True,Zone_A,2,False,13,43.5,21.2,6.5,33.08,87.53,1.79,1.88,84.18,12.956998,77.430427,309.4,50.58,-94.33
CARGO_1819,ORDER_288,17.0,19.7,1.4,0.92,Books,False,Zone_D,3,True,91,7.8,23.2,3.0,28.74,38.57,2.89,0.08,5.84,12.941385,78.523409,673.53,50.17,-64.91
CARGO_1820,ORDER_665,11.2,17.2,15.8,5.52,Electronics,False,Zone_C,5,True,20,10.8,31.7,9.7,21.46,64.79,1.71,9.7,17.31,12.988452,79.720368,844.85,39.03,-40.38
CARGO_1821,ORDER_1016,16.9,14.7,9.9,5.35,Beauty,False,Zone_D,1,True,100,22.3,38.4,7.5,16.17,46.95,0.42,4.32,6.17,11.429765,77.478324,171.35,90.1,-66.42
CARGO_1822,ORDER_282,29.3,24.5,11.3,17.92,Toys,False,Zone_A,2,True,18,12.3,40.8,3.9,13.64,46.74,4.96,9.69,78.12,12.891427,79.069264,452.52,74.31,-67.28
CARGO_1823,ORDER_1046,49.1,25.8,14.2,39.3,Sports,False,Zone_A,5,True,60,18.2,49.8,6.9,28.45,54.3,0.64,1.4,71.33,11.186798,78.781578,319.19,42.4,-97.58
CARGO_1824,ORDER_1009,51.4,21.5,11.5,29.99,Sports,False,Zone_C,5,True,10,16.1,24.0,3.2,33.24,89.93,0.36,5.87,51.72,10.078883,79.245757,283.36,39.37,-91.65
CARGO_1825,ORDER_1189,28.5,27.5,3.6,5.07,Clothing,False,Zone_C,5,True,40,28.8,38.5,9.5,29.32,33.3,4.39,2.01,7.53,10.673042,77.451801,860.82,21.44,-69.21
CARGO_1826,ORDER_647,10.1,26.1,11.5,6.47,Toys,False,Zone_B,1,True,31,13.0,44.9,6.2,25.91,64.71,1.51,7.9,24.6,12.835889,79.824816,421.65,47.73,-40.89
CARGO_1827,ORDER_740,37.3,16.8,17.0,19.05,Toys,False,Zone_D,2,True,75,39.8,8.7,0.5,11.26,34.95,3.25,7.84,26.79,10.041294,78.862899,339.08,62.14,-47.4
CARGO_1828,ORDER_57,20.0,4.1,9.8,1.76,Beauty,False,Zone_C,3,True,68,5.1,4.6,7.5,39.05,39.27,1.65,1.13,50.47,11.637982,79.541213,603.51,42.22,-79.59
CARGO_1829,ORDER_169,9.0,12.1,2.1,0.54,Clothing,False,Zone_A,2,True,31,41.2,39.9,6.1,33.96,56.37,1.96,9.12,23.22,10.226805,77.73982,219.4,76.04,-67.42
CARGO_1830,ORDER_31,18.9,20.1,1.6,0.99,Clothing,False,Zone_C,5,True,18,13.3,28.6,2.7,18.78,60.63,1.31,1.95,6.57,10.85919,79.218239,229.89,52.94,-66.84
CARGO_1831,ORDER_885,20.0,45.9,43.7,91.32,Home_Appliances,False,Zone_C,4,False,4,1.1,26.1,1.5,39.4,45.53,1.72,6.13,65.77,10.264279,79.343092,520.29,45.31,-58.88
CARGO_1832,ORDER_710,21.9,9.3,9.6,3.97,Electronics,True,Zone_D,4,False,4,14.7,26.5,1.7,28.06,48.99,2.05,9.86,26.92,12.578586,78.192306,409.27,95.12,-58.73
CARGO_1833,ORDER_49,37.2,5.0,8.2,2.7,Clothing,False,Zone_C,4,True,59,16.0,30.6,7.7,27.47,35.22,3.6,8.82,40.71,11.773212,78.15186,294.98,41.02,-52.61
CARGO_1834,ORDER_614,27.9,10.8,3.2,1.56,Books,False,Zone_D,4,True,46,21.5,45.3,1.7,32.44,48.19,2.56,9.57,11.49,12.706319,78.973389,53.95,51.86,-98.5
CARGO_1835,ORDER_761,25.2,24.9,7.2,9.8,Clothing,False,Zone_A,1,True,83,29.0,22.2,2.8,34.35,87.99,4.72,3.43,72.23,12.06506,77.280223,520.77,50.58,-43.38
CARGO_1836,ORDER_1059,19.7,35.5,29.6,38.73,Sports,False,Zone_D,5,False,15,44.7,21.2,6.9,29.69,86.68,0.21,1.06,50.9,12.913087,79.206872,816.61,39.3,-95.8
CARGO_1837,ORDER_56,20.4,16.8,3.6,2.65,Electronics,False,Zone_C,3,True,10,41.0,4.7,6.2,13.84,50.09,2.52,1.88,81.14,11.529633,77.12866,851.38,37.4,-71.43
CARGO_1838,ORDER_303,31.3,18.5,1.5,2.03,Clothing,False,Zone_B,3,True,80,13.4,33.4,4.6,20.15,64.25,2.92,5.0,44.59,11.916132,77.571771,235.44,44.19,-44.83
CARGO_1839,ORDER_55,13.9,32.3,17.1,16.2,Sports,False,Zone_B,3,True,37,32.9,48.7,10.0,37.84,84.58,4.6,7.93,84.73,11.728926,78.992431,599.64,89.14,-70.74
CARGO_1840,ORDER_857,8.2,21.6,13.8,4.16,Toys,False,Zone_A,2,True,35,45.0,18.2,6.2,16.74,30.37,0.25,1.5,80.27,11.452781,77.294971,855.88,81.37,-96.18
CARGO_1841,ORDER_456,29.7,21.4,4.2,5.57,Toys,False,Zone_A,5,True,85,20.1,49.0,3.0,21.17,78.64,2.87,6.6,51.88,12.537878,79.915526,408.73,74.48,-86.25
CARGO_1842,ORDER_880,13.9,27.0,10.1,6.79,Sports,False,Zone_A,4,True,80,40.3,30.4,6.9,22.96,86.9,4.27,3.24,84.05,11.933575,79.605189,932.14,56.57,-65.28
CARGO_1843,ORDER_629,49.8,35.4,26.2,76.32,Home_Appliances,False,Zone_D,4,False,20,37.9,12.9,1.8,23.18,35.48,1.21,3.41,29.08,12.403937,78.878907,902.98,60.62,-94.73
CARGO_1844,ORDER_196,69.1,43.4,15.2,89.62,Home_Appliances,False,Zone_B,1,False,17,13.4,2.2,4.6,28.39,39.69,4.38,6.62,32.91,12.359092,79.457172,208.13,41.37,-74.58
CARGO_1845,ORDER_944,13.7,29.3,6.8,5.39,Sports,False,Zone_B,2,True,93,37.1,35.6,9.6,38.29,87.64,0.1,4.67,4.09,10.573135,79.66274,258.96,25.95,-80.25
CARGO_1846,ORDER_1160,23.9,46.4,10.5,22.02,Home_Appliances,False,Zone_A,1,True,29,19.6,6.2,1.3,17.22,62.25,3.66,8.12,53.03,11.950491,77.778427,180.44,46.48,-51.09
CARGO_1847,ORDER_1094,11.8,15.5,6.8,2.18,Toys,False,Zone_B,1,True,24,33.1,33.7,3.6,13.65,30.85,4.67,1.56,64.97,10.598944,79.548235,196.05,59.65,-93.39
CARGO_1848,ORDER_620,38.0,6.5,14.3,6.61,Toys,False,Zone_C,3,True,54,41.0,14.9,1.1,15.92,45.46,3.29,7.9,69.62,11.749961,77.584381,907.86,24.59,-59.03
CARGO_1849,ORDER_794,4.8,12.5,6.7,0.72,Beauty,True,Zone_A,4,False,7,23.6,46.7,1.9,36.61,57.0,2.2,0.64,13.48,12.032304,78.240027,931.14,27.06,-75.6
CARGO_1850,ORDER_99,19.1,28.2,9.7,10.31,Clothing,False,Zone_D,4,True,83,42.5,21.1,0.9,29.37,71.57,0.22,1.94,39.97,12.991705,78.674779,51.9,41.04,-64.73
CARGO_1851,ORDER_41,5.7,16.1,18.9,2.91,Toys,False,Zone_A,1,True,14,9.4,4.7,2.7,18.58,73.99,4.6,6.56,15.92,10.091626,79.141673,593.6,49.37,-87.67
CARGO_1852,ORDER_125,37.3,5.1,13.5,5.41,Toys,False,Zone_A,5,True,69,37.9,11.7,6.5,34.48,89.73,2.35,8.55,59.59,10.273727,77.090424,564.23,51.47,-63.42
CARGO_1853,ORDER_162,20.9,54.1,25.2,52.83,Home_Appliances,False,Zone_B,3,False,47,4.6,21.5,2.3,35.84,47.25,0.14,2.53,14.22,10.23108,77.871528,390.55,29.43,-59.56
CARGO_1854,ORDER_218,22.1,19.4,4.0,4.02,Books,False,Zone_C,1,True,99,25.6,46.0,5.4,35.4,62.29,3.45,3.27,81.37,11.195084,78.825557,631.7,38.07,-95.79
CARGO_1855,ORDER_693,10.9,3.4,3.6,0.28,Beauty,False,Zone_C,5,True,73,3.8,19.8,3.4,37.57,62.0,2.41,5.37,20.76,12.464765,78.072106,947.37,40.93,-50.54
CARGO_1856,ORDER_485,8.0,3.5,4.8,0.3,Beauty,True,Zone_D,3,False,60,16.2,18.2,1.6,17.57,54.34,0.62,2.12,26.23,12.532169,79.325075,170.25,25.41,-48.32
CARGO_1857,ORDER_1110,30.7,17.3,5.5,6.1,Clothing,False,Zone_A,5,True,9,33.5,29.7,1.0,32.65,40.15,1.07,8.11,76.58,12.210939,78.954956,120.41,46.09,-96.19
CARGO_1858,ORDER_1042,25.6,18.6,2.3,2.56,Books,False,Zone_A,3,True,96,34.6,8.7,6.4,23.82,88.65,0.32,7.74,41.26,12.690635,77.703204,33.39,25.78,-63.81
CARGO_1859,ORDER_537,27.6,38.1,14.6,24.88,Electronics,True,Zone_B,2,False,25,24.1,26.6,6.4,35.26,81.2,2.87,1.45,2.16,10.96858,77.437787,363.83,76.28,-64.36
CARGO_1860,ORDER_122,21.4,20.6,8.9,6.69,Clothing,False,Zone_A,2,True,95,30.7,21.7,6.6,31.85,59.9,3.11,4.64,44.51,10.264464,78.887141,337.63,50.88,-99.25
CARGO_1861,ORDER_90,57.3,15.5,6.6,11.77,Sports,False,Zone_A,1,True,70,20.4,11.5,0.0,33.29,66.19,2.53,7.75,7.61,10.174459,78.351402,430.82,46.14,-79.46
CARGO_1862,ORDER_14,26.9,5.9,7.5,2.55,Clothing,False,Zone_D,4,True,83,11.0,18.4,5.5,29.68,43.64,4.09,3.37,88.68,12.556398,77.506871,503.31,30.12,-41.86
CARGO_1863,ORDER_746,79.7,22.6,37.7,132.02,Home_Appliances,False,Zone_B,5,False,40,11.9,6.6,7.2,15.32,62.63,4.31,6.33,52.93,12.191309,77.979123,757.82,38.12,-66.67
CARGO_1864,ORDER_733,17.4,30.0,18.4,21.27,Toys,False,Zone_C,1,True,32,23.8,45.3,5.9,26.35,71.7,3.08,0.5,23.09,12.095846,77.90914,392.11,38.62,-44.01
CARGO_1865,ORDER_214,14.5,21.4,4.9,2.61,Clothing,False,Zone_B,5,True,99,19.1,11.1,5.0,39.54,60.91,0.06,6.09,50.73,11.019029,77.324396,330.61,98.82,-59.46
CARGO_1866,ORDER_411,17.1,31.8,9.4,10.59,Sports,False,Zone_D,1,True,57,0.8,45.0,4.9,38.12,89.42,3.48,1.53,6.92,11.139716,78.640727,826.88,86.83,-98.3
CARGO_1867,ORDER_959,19.2,21.2,7.9,6.51,Toys,False,Zone_A,2,True,9,34.2,41.1,4.7,11.3,66.68,2.09,8.31,71.99,12.874341,79.290946,849.8,21.22,-95.34
CARGO_1868,ORDER_363,36.8,27.8,8.0,13.44,Sports,False,Zone_C,5,True,74,39.4,23.0,7.7,14.94,52.26,2.83,3.55,83.28,10.191414,78.726401,232.77,69.35,-56.67
CARGO_1869,ORDER_654,13.4,39.6,9.2,8.94,Sports,False,Zone_B,2,True,3,34.5,31.3,8.6,13.95,76.33,3.25,2.82,78.7,12.321195,79.478874,314.67,40.47,-66.73
CARGO_1870,ORDER_518,33.6,45.5,12.7,34.52,Home_Appliances,False,Zone_C,3,True,13,9.8,26.9,4.5,31.78,40.23,1.75,8.41,30.76,10.9289,77.382706,825.12,28.35,-92.37
CARGO_1871,ORDER_903,52.0,34.5,44.4,137.88,Home_Appliances,False,Zone_B,3,False,25,23.8,14.8,0.8,34.53,53.07,4.59,0.5,29.32,10.117164,78.306836,79.41,76.45,-63.16
CARGO_1872,ORDER_106,11.8,18.8,3.4,1.78,Electronics,False,Zone_D,1,True,68,30.4,0.7,2.0,16.41,50.82,0.67,3.97,3.16,12.22771,78.828245,325.85,30.53,-51.38
CARGO_1873,ORDER_1135,71.3,52.4,19.3,164.71,Home_Appliances,False,Zone_C,4,False,71,34.3,41.2,8.6,25.18,55.91,3.36,3.7,58.63,10.992736,79.028005,448.35,55.5,-54.82
CARGO_1874,ORDER_1200,3.2,12.5,2.7,0.25,Beauty,True,Zone_D,5,False,69,6.5,12.6,9.4,35.22,76.91,0.02,2.85,48.14,12.166443,79.087359,187.07,70.57,-85.23
CARGO_1875,ORDER_532,32.5,22.6,11.0,13.97,Electronics,False,Zone_D,4,True,36,47.6,42.1,9.2,31.98,59.05,4.62,9.12,41.34,12.122963,79.186896,179.91,64.36,-84.51
CARGO_1876,ORDER_469,40.3,17.1,4.9,8.02,Electronics,True,Zone_C,2,False,35,37.2,20.3,4.9,26.27,77.64,0.56,7.51,81.69,11.604361,78.954289,424.86,98.21,-41.93
CARGO_1877,ORDER_1028,25.9,38.1,18.5,34.79,Sports,False,Zone_D,5,True,8,46.3,48.1,9.8,27.71,64.59,0.47,0.64,15.11,12.332119,77.282684,754.52,82.86,-46.76
CARGO_1878,ORDER_704,8.7,8.2,2.6,0.42,Beauty,True,Zone_A,1,False,54,39.0,27.6,9.3,25.25,50.52,1.67,7.15,0.87,11.743115,79.085917,840.23,81.94,-80.9
CARGO_1879,ORDER_981,31.4,19.5,8.7,11.63,Clothing,False,Zone_D,3,True,71,26.1,6.4,1.3,18.93,78.6,1.87,5.27,6.6,10.859911,79.174348,979.24,48.45,-50.56
CARGO_1880,ORDER_525,19.4,13.0,6.0,2.5,Beauty,True,Zone_A,3,False,66,49.9,2.9,9.9,26.95,44.3,1.07,9.01,20.1,12.202346,79.98044,73.98,20.67,-90.3
CARGO_1881,ORDER_978,28.8,53.3,33.5,112.86,Home_Appliances,False,Zone_D,4,False,24,6.2,31.3,6.0,30.67,43.46,2.93,3.13,3.0,11.767419,79.080087,216.68,78.75,-88.19
CARGO_1882,ORDER_969,40.1,18.9,24.4,30.09,Sports,False,Zone_D,3,True,96,15.5,5.0,8.3,36.2,60.27,2.21,5.74,45.26,10.038182,79.060491,756.63,99.98,-89.13
CARGO_1883,ORDER_416,7.0,6.2,5.0,0.36,Beauty,True,Zone_A,4,False,67,13.5,2.8,3.6,29.09,45.65,0.17,5.01,28.27,12.704933,78.54444,540.6,52.47,-94.74
CARGO_1884,ORDER_9,32.9,32.7,3.0,6.2,Electronics,False,Zone_A,1,True,61,1.8,43.6,8.9,32.83,30.55,1.6,4.9,16.24,11.636931,79.603769,327.68,98.84,-48.72
CARGO_1885,ORDER_729,7.6,15.1,9.9,2.44,Toys,False,Zone_C,5,True,67,16.4,13.1,5.1,14.8,68.9,4.05,4.56,67.51,12.605882,79.990504,205.59,31.34,-65.27
CARGO_1886,ORDER_641,12.8,26.0,7.0,3.86,Electronics,False,Zone_A,5,True,94,29.5,0.3,9.9,23.85,60.67,3.45,2.06,18.4,12.648211,79.337135,280.48,43.72,-84.46
CARGO_1887,ORDER_763,21.2,19.6,4.2,3.32,Books,False,Zone_B,5,True,38,29.9,26.5,3.6,10.28,56.73,3.62,7.56,61.88,11.3349,78.837501,429.29,33.66,-49.08
CARGO_1888,ORDER_531,18.5,10.5,5.0,2.01,Beauty,True,Zone_A,2,False,2,37.4,7.0,3.7,17.4,88.02,3.49,4.51,31.43,11.52298,77.236864,177.15,58.01,-51.84
CARGO_1889,ORDER_979,17.4,30.2,19.4,22.58,Electronics,True,Zone_B,3,False,51,46.8,18.9,5.3,31.79,64.27,1.55,9.59,46.06,11.247263,79.180217,964.23,83.76,-93.94
CARGO_1890,ORDER_1081,43.3,15.6,22.1,27.83,Sports,False,Zone_C,5,True,37,46.5,40.7,4.8,39.75,81.81,0.5,2.61,84.05,11.34831,79.125685,107.59,47.25,-61.35
CARGO_1891,ORDER_64,9.3,2.8,9.4,0.44,Beauty,False,Zone_A,2,True,40,12.2,6.2,2.7,12.98,38.37,1.36,6.83,3.36,12.685441,79.326704,985.58,92.5,-56.69
CARGO_1892,ORDER_899,15.1,24.2,6.5,4.23,Toys,False,Zone_C,4,True,48,8.4,0.4,6.3,22.04,64.15,4.16,9.41,45.02,12.364432,77.373666,841.89,63.59,-57.05
CARGO_1893,ORDER_113,41.0,15.0,2.7,3.76,Electronics,True,Zone_D,5,False,82,24.8,21.8,8.6,34.0,82.08,4.9,6.63,76.9,10.379577,78.961198,423.15,57.23,-56.61
CARGO_1894,ORDER_572,66.3,53.4,35.4,265.59,Home_Appliances,False,Zone_B,3,False,13,9.4,19.9,1.2,16.12,64.99,2.47,8.71,52.92,11.830923,77.887172,739.82,82.96,-89.83
CARGO_1895,ORDER_445,50.3,15.7,19.1,31.57,Sports,False,Zone_A,1,True,98,27.1,46.4,0.4,26.65,73.08,0.05,8.27,24.92,12.98772,79.280814,671.52,28.12,-81.09
CARGO_1896,ORDER_967,22.1,12.6,15.0,8.37,Toys,False,Zone_D,2,True,35,40.2,29.7,0.9,31.99,52.32,0.7,3.6,35.79,11.786652,77.721122,213.29,81.9,-49.35
CARGO_1897,ORDER_694,21.5,28.3,29.8,41.29,Sports,False,Zone_B,2,True,17,42.9,22.9,0.8,28.48,35.55,1.61,6.0,61.22,12.357615,79.051936,339.07,39.44,-46.1
CARGO_1898,ORDER_129,12.0,10.1,2.8,0.75,Books,False,Zone_A,2,True,14,34.5,16.4,2.5,15.64,57.47,2.89,1.56,80.17,12.307184,77.884979,513.12,42.47,-83.25
CARGO_1899,ORDER_319,5.2,3.6,2.4,0.08,Beauty,True,Zone_C,5,False,99,24.8,27.0,6.8,20.66,53.67,0.38,5.36,3.7,11.050953,77.026983,637.84,67.96,-98.62
CARGO_1900,ORDER_41,15.1,4.5,7.2,1.03,Beauty,True,Zone_C,2,False,37,34.7,3.7,5.6,33.51,82.02,4.72,2.3,6.44,11.115548,78.900074,542.89,92.15,-48.41
CARGO_1901,ORDER_414,15.9,14.2,1.5,0.58,Books,False,Zone_B,1,True,53,25.7,32.5,4.4,26.63,44.64,1.83,7.44,29.25,12.172229,77.339807,472.99,66.27,-77.37
CARGO_1902,ORDER_980,30.4,25.1,18.3,31.79,Sports,False,Zone_D,5,True,6,19.1,15.5,2.6,10.16,88.0,4.56,5.28,20.95,11.499951,78.977874,443.15,71.92,-80.23
CARGO_1903,ORDER_34,15.8,7.5,7.8,1.68,Beauty,True,Zone_B,4,False,33,26.3,14.6,8.5,32.83,87.49,3.9,4.11,23.84,11.711712,79.776828,498.26,82.13,-79.18
CARGO_1904,ORDER_595,64.7,24.9,39.5,109.7,Home_Appliances,False,Zone_D,5,False,96,22.0,32.3,0.8,11.06,44.86,3.78,2.69,19.91,12.138717,79.907738,434.35,40.75,-75.06
CARGO_1905,ORDER_412,19.2,3.6,9.7,1.38,Beauty,True,Zone_A,3,False,84,10.4,49.4,5.9,32.37,50.88,3.03,9.99,17.62,12.332725,77.707769,541.33,86.18,-77.3
CARGO_1906,ORDER_39,11.6,23.2,3.3,1.8,Toys,False,Zone_A,3,True,26,8.1,18.6,9.6,16.07,83.73,3.13,0.72,11.76,10.81455,79.42776,887.99,53.44,-66.01
CARGO_1907,ORDER_81,26.0,19.9,1.8,2.01,Books,False,Zone_B,4,True,66,4.2,8.5,0.7,38.74,88.0,3.19,0.44,84.06,10.440381,78.06066,632.83,34.05,-95.26
CARGO_1908,ORDER_608,11.6,9.0,3.6,0.65,Clothing,False,Zone_A,5,True,85,14.7,31.4,8.6,21.04,56.61,3.14,2.17,12.98,10.875384,79.701371,722.62,48.01,-41.71
CARGO_1909,ORDER_811,35.5,5.7,5.7,2.72,Sports,False,Zone_C,3,True,31,0.6,18.9,6.0,19.81,49.26,2.77,9.71,18.4,11.522615,79.362469,597.48,39.69,-43.81
CARGO_1910,ORDER_404,22.0,24.0,4.3,4.12,Books,False,Zone_A,4,True,33,2.3,34.7,4.9,14.47,61.57,4.93,9.79,22.16,11.026424,77.221765,643.02,38.3,-43.94
CARGO_1911,ORDER_836,57.2,12.9,16.4,25.47,Sports,False,Zone_A,2,True,80,8.2,45.0,9.6,19.17,71.27,3.66,6.55,83.97,11.705088,78.221411,578.35,42.61,-47.24
CARGO_1912,ORDER_1099,18.2,8.8,11.4,3.81,Electronics,False,Zone_A,1,True,57,3.1,28.2,4.7,36.3,46.41,3.88,8.8,68.01,10.160397,78.011953,26.87,34.47,-60.38
CARGO_1913,ORDER_1059,39.4,15.5,25.3,28.16,Sports,False,Zone_A,4,True,39,6.3,49.6,7.7,39.89,74.19,4.36,2.14,71.07,11.529251,79.355543,999.6,73.42,-86.73
CARGO_1914,ORDER_533,21.3,9.7,3.0,1.05,Clothing,False,Zone_C,5,True,52,48.6,31.7,2.1,21.05,33.1,1.08,9.72,9.43,11.103955,78.230857,33.61,66.4,-97.03
CARGO_1915,ORDER_409,8.1,3.9,2.5,0.16,Beauty,True,Zone_B,1,False,24,41.3,19.5,7.6,23.46,32.96,0.42,1.43,75.27,11.604,79.053765,395.15,71.88,-94.04
CARGO_1916,ORDER_828,9.8,12.0,2.3,0.52,Beauty,False,Zone_C,5,True,69,9.8,28.7,0.3,31.66,53.18,2.41,1.01,36.74,11.2676,78.807306,105.12,47.5,-80.56
CARGO_1917,ORDER_712,16.8,10.3,4.3,1.74,Books,False,Zone_D,3,True,72,8.2,26.6,8.9,36.59,51.21,2.57,1.12,23.65,10.852678,79.926916,96.93,81.58,-69.77
CARGO_1918,ORDER_1079,12.0,4.2,6.8,0.67,Beauty,True,Zone_A,2,False,68,0.3,47.1,0.0,27.79,48.94,4.15,5.73,51.82,12.712324,79.813355,793.53,30.37,-40.4
CARGO_1919,ORDER_841,39.3,39.3,11.6,41.85,Electronics,False,Zone_A,3,True,48,27.3,15.6,9.2,21.75,59.46,2.22,7.81,74.0,10.554295,78.283099,425.93,65.69,-73.87
CARGO_1920,ORDER_123,16.4,10.8,5.2,1.52,Beauty,True,Zone_A,2,False,80,17.5,35.1,6.7,22.38,49.24,2.85,3.67,70.08,12.044097,79.170735,801.14,42.04,-68.52
CARGO_1921,ORDER_1054,12.4,25.6,8.3,4.68,Clothing,False,Zone_B,4,True,89,37.9,13.3,8.6,30.87,41.54,2.64,9.78,80.1,12.773934,79.48838,272.79,62.21,-58.29
CARGO_1922,ORDER_964,12.8,15.0,1.8,0.59,Books,False,Zone_B,1,True,95,47.6,19.9,4.2,10.1,48.57,0.19,4.34,83.53,11.61601,79.696657,256.46,45.89,-89.16
CARGO_1923,ORDER_564,30.0,17.4,3.3,3.89,Books,False,Zone_C,1,True,78,37.4,13.4,7.9,28.59,88.49,3.08,1.5,21.43,12.629225,77.204403,251.23,83.24,-44.03
CARGO_1924,ORDER_439,15.3,9.4,1.6,0.42,Clothing,False,Zone_C,4,True,88,40.2,48.1,5.9,20.66,54.67,4.14,4.66,38.15,10.374554,77.906236,616.15,91.3,-68.26
CARGO_1925,ORDER_1009,24.1,13.9,1.8,1.28,Books,False,Zone_D,3,True,42,46.2,33.2,9.8,33.83,56.68,0.79,6.79,1.32,11.481366,77.96069,815.0,79.41,-83.42
CARGO_1926,ORDER_181,16.6,9.6,9.1,2.81,Beauty,True,Zone_D,2,False,35,30.8,10.2,4.9,12.79,64.59,2.97,8.32,79.14,11.371076,78.303338,452.26,34.05,-43.89
CARGO_1927,ORDER_1009,40.7,46.3,18.3,63.57,Home_Appliances,False,Zone_A,2,False,60,35.1,49.4,6.3,27.65,89.0,2.97,4.59,13.91,10.024356,77.507794,379.25,41.99,-62.47
CARGO_1928,ORDER_1049,47.7,25.3,43.8,111.23,Home_Appliances,False,Zone_C,1,False,52,12.8,20.6,7.0,24.43,44.5,0.82,5.94,77.53,11.329772,78.488618,973.58,93.55,-70.98
CARGO_1929,ORDER_420,19.0,26.4,18.6,20.15,Toys,False,Zone_C,1,True,33,10.3,4.3,7.1,29.27,70.88,0.62,2.67,29.64,11.107089,78.989643,116.75,54.98,-65.19
CARGO_1930,ORDER_828,14.8,9.6,4.1,1.26,Beauty,True,Zone_B,2,False,41,18.9,15.6,8.6,11.95,72.96,4.9,6.46,33.13,12.009396,78.492092,486.63,95.29,-55.1
CARGO_1931,ORDER_1115,5.7,7.3,6.6,0.61,Clothing,False,Zone_C,1,True,53,41.7,3.1,6.8,27.4,66.44,1.97,9.86,3.52,12.814989,78.997379,408.49,51.4,-90.73
CARGO_1932,ORDER_444,52.0,44.7,32.8,182.64,Home_Appliances,False,Zone_A,3,False,6,17.7,43.7,3.5,26.84,35.31,1.14,0.49,29.42,10.257373,77.199325,98.13,96.14,-48.11
CARGO_1933,ORDER_778,46.1,14.6,11.6,17.8,Electronics,True,Zone_C,5,False,62,24.8,11.2,5.7,26.82,70.61,0.86,8.87,79.95,10.982429,79.627962,268.2,94.06,-42.43
CARGO_1934,ORDER_1034,23.2,22.6,1.4,1.29,Books,False,Zone_A,4,True,68,29.5,20.7,5.8,28.1,33.85,3.34,5.62,2.3,11.332194,79.817208,28.44,72.84,-65.98
CARGO_1935,ORDER_39,8.4,14.1,5.3,1.45,Beauty,False,Zone_C,4,True,45,36.6,22.7,0.6,30.29,65.77,3.05,2.52,36.57,11.365556,78.853722,876.95,20.71,-59.06
CARGO_1936,ORDER_759,34.3,5.5,4.2,1.44,Toys,False,Zone_D,5,True,14,40.5,15.3,4.3,34.15,74.37,3.22,9.55,2.83,12.324429,79.644173,607.85,52.03,-48.41
CARGO_1937,ORDER_1187,38.9,25.8,10.6,18.12,Toys,False,Zone_B,3,True,54,34.2,19.6,8.9,18.09,42.66,0.44,4.83,33.38,11.330187,77.394338,815.02,92.9,-77.51
CARGO_1938,ORDER_677,26.8,34.1,18.6,35.97,Electronics,True,Zone_B,2,False,38,48.0,4.9,0.4,34.75,80.5,4.47,3.32,15.54,10.081484,79.392347,521.55,90.81,-40.43
CARGO_1939,ORDER_123,14.0,14.4,1.0,0.39,Books,False,Zone_D,5,True,34,5.8,49.9,2.0,24.95,31.82,1.95,1.81,22.7,12.130312,77.357445,599.51,34.99,-59.17
CARGO_1940,ORDER_1087,26.4,20.5,2.4,2.47,Toys,False,Zone_C,3,True,28,47.2,12.7,8.0,12.31,80.63,1.57,2.44,78.98,12.654489,78.224031,700.85,51.93,-74.56
CARGO_1941,ORDER_144,47.6,5.7,14.8,6.51,Electronics,True,Zone_C,1,False,89,43.6,24.2,6.8,11.76,57.62,2.31,8.33,39.24,11.541714,77.971456,908.01,86.84,-59.36
CARGO_1942,ORDER_1127,15.0,12.3,4.3,1.32,Books,False,Zone_A,3,True,88,22.1,15.6,6.6,20.03,43.06,1.95,6.14,24.64,11.743326,78.756775,91.75,66.23,-68.7
